
2019-02-04 14:31:44 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:31:44 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:31:44 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:31:44 SEVERE: OAuth token insertion failed: () 
2019-02-04 14:38:26 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:38:26 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:38:26 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:38:26 SEVERE: OAuth token insertion failed: () 
2019-02-04 14:41:14 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'HAHAzohooauth'
2019-02-04 14:41:14 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:41:14 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'HAHAzohooauth'
2019-02-04 14:41:14 SEVERE: OAuth token insertion failed: () 
2019-09-04 11:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-04 12:03:48 INFO: Access Token has expired. Hence refreshing.
2019-09-04 13:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-04 14:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-04 15:10:57 INFO: Access Token has expired. Hence refreshing.
2019-09-04 16:11:30 INFO: Access Token has expired. Hence refreshing.
2019-09-04 17:15:02 INFO: Access Token has expired. Hence refreshing.
2019-09-04 18:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-04 19:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-04 20:27:38 INFO: Access Token has expired. Hence refreshing.
2019-09-04 21:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-04 22:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-04 23:35:06 INFO: Access Token has expired. Hence refreshing.
2019-09-05 00:40:02 INFO: Access Token has expired. Hence refreshing.
2019-09-05 01:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 02:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 03:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 05:00:02 INFO: Access Token has expired. Hence refreshing.
2019-09-05 06:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 07:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 08:10:02 INFO: Access Token has expired. Hence refreshing.
2019-09-05 09:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 10:15:02 INFO: Access Token has expired. Hence refreshing.
2019-09-05 11:15:03 INFO: Access Token has expired. Hence refreshing.
2019-09-05 12:15:04 INFO: Access Token has expired. Hence refreshing.
2019-09-05 13:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 14:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 15:25:29 INFO: Access Token has expired. Hence refreshing.
2019-09-05 16:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 17:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 18:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 19:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 20:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-05 21:50:02 INFO: Access Token has expired. Hence refreshing.
2019-09-05 22:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 00:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 01:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 02:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 03:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 04:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 05:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 06:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 07:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 08:35:02 INFO: Access Token has expired. Hence refreshing.
2019-09-06 09:35:03 INFO: Access Token has expired. Hence refreshing.
2019-09-06 10:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 11:44:33 INFO: Access Token has expired. Hence refreshing.
2019-09-06 12:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 13:45:26 INFO: Access Token has expired. Hence refreshing.
2019-09-06 14:45:40 INFO: Access Token has expired. Hence refreshing.
2019-09-06 15:50:02 INFO: Access Token has expired. Hence refreshing.
2019-09-06 16:52:29 INFO: Access Token has expired. Hence refreshing.
2019-09-06 17:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 18:55:02 INFO: Access Token has expired. Hence refreshing.
2019-09-06 19:55:03 INFO: Access Token has expired. Hence refreshing.
2019-09-06 20:55:04 INFO: Access Token has expired. Hence refreshing.
2019-09-06 22:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-06 23:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 00:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 01:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 02:15:02 INFO: Access Token has expired. Hence refreshing.
2019-09-07 03:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 04:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 05:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 06:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 07:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 08:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 09:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 10:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 11:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 12:55:02 INFO: Access Token has expired. Hence refreshing.
2019-09-07 14:00:02 INFO: Access Token has expired. Hence refreshing.
2019-09-07 15:00:03 INFO: Access Token has expired. Hence refreshing.
2019-09-07 16:00:03 INFO: Access Token has expired. Hence refreshing.
2019-09-07 17:01:03 INFO: Access Token has expired. Hence refreshing.
2019-09-07 18:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 19:05:06 INFO: Access Token has expired. Hence refreshing.
2019-09-07 20:10:06 INFO: Access Token has expired. Hence refreshing.
2019-09-07 21:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 22:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-07 23:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 00:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 01:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 02:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 03:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 04:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 05:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 06:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 08:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 09:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 10:05:02 INFO: Access Token has expired. Hence refreshing.
2019-09-08 11:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 12:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 13:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 14:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 15:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 16:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 17:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 18:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 19:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 20:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 21:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-08 23:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-09 00:00:02 INFO: Access Token has expired. Hence refreshing.
2019-09-09 01:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-09 02:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-09 03:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-09 04:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-09 05:25:02 INFO: Access Token has expired. Hence refreshing.
2019-09-09 06:25:02 INFO: Access Token has expired. Hence refreshing.
2019-09-09 07:25:03 INFO: Access Token has expired. Hence refreshing.
2019-09-09 08:25:04 INFO: Access Token has expired. Hence refreshing.
2019-09-09 09:28:42 INFO: Access Token has expired. Hence refreshing.
2019-09-09 10:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-09 11:30:30 INFO: Access Token has expired. Hence refreshing.
2019-09-09 12:30:47 INFO: Access Token has expired. Hence refreshing.
2019-09-09 13:32:43 INFO: Access Token has expired. Hence refreshing.
2019-09-09 14:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-09 15:38:52 INFO: Access Token has expired. Hence refreshing.
2019-09-09 16:39:04 INFO: Access Token has expired. Hence refreshing.
2019-09-09 17:39:59 INFO: Access Token has expired. Hence refreshing.
2019-09-09 18:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-09 19:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-09 20:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-09 21:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-09 22:50:02 INFO: Access Token has expired. Hence refreshing.
2019-09-09 23:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 00:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 02:00:02 INFO: Access Token has expired. Hence refreshing.
2019-09-10 03:05:02 INFO: Access Token has expired. Hence refreshing.
2019-09-10 04:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 05:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 06:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 07:25:02 INFO: Access Token has expired. Hence refreshing.
2019-09-10 08:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 09:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 10:35:02 INFO: Access Token has expired. Hence refreshing.
2019-09-10 11:35:03 INFO: Access Token has expired. Hence refreshing.
2019-09-10 12:35:34 INFO: Access Token has expired. Hence refreshing.
2019-09-10 13:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 14:44:35 INFO: Access Token has expired. Hence refreshing.
2019-09-10 15:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 16:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 17:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 18:55:02 INFO: Access Token has expired. Hence refreshing.
2019-09-10 20:00:06 INFO: Access Token has expired. Hence refreshing.
2019-09-10 21:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 22:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-10 23:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 00:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 01:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 02:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 03:34:38 INFO: Access Token has expired. Hence refreshing.
2019-09-11 04:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 05:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 06:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 07:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 08:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 10:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 11:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 12:06:06 INFO: Access Token has expired. Hence refreshing.
2019-09-11 13:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 14:14:44 INFO: Access Token has expired. Hence refreshing.
2019-09-11 15:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 16:20:02 INFO: Access Token has expired. Hence refreshing.
2019-09-11 17:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 18:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 19:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 20:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 21:45:02 INFO: Access Token has expired. Hence refreshing.
2019-09-11 22:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-11 23:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 01:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 02:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 03:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 04:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 05:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 06:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 07:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 08:30:02 INFO: Access Token has expired. Hence refreshing.
2019-09-12 09:30:03 INFO: Access Token has expired. Hence refreshing.
2019-09-12 10:30:04 INFO: Access Token has expired. Hence refreshing.
2019-09-12 11:34:43 INFO: Access Token has expired. Hence refreshing.
2019-09-12 12:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 13:35:02 INFO: Access Token has expired. Hence refreshing.
2019-09-12 14:40:02 INFO: Access Token has expired. Hence refreshing.
2019-09-12 15:40:02 INFO: Access Token has expired. Hence refreshing.
2019-09-12 16:40:03 INFO: Access Token has expired. Hence refreshing.
2019-09-12 17:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 18:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 19:50:02 INFO: Access Token has expired. Hence refreshing.
2019-09-12 20:50:03 INFO: Access Token has expired. Hence refreshing.
2019-09-12 21:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-12 23:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-13 00:00:06 INFO: Access Token has expired. Hence refreshing.
2019-09-13 01:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-13 02:10:02 INFO: Access Token has expired. Hence refreshing.
2019-09-13 03:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-13 04:15:02 INFO: Access Token has expired. Hence refreshing.
2019-09-13 05:20:02 INFO: Access Token has expired. Hence refreshing.
2019-09-13 06:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-13 07:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-13 08:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-13 09:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-13 10:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-13 11:45:02 INFO: Access Token has expired. Hence refreshing.
2019-09-13 12:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-13 13:50:21 INFO: Access Token has expired. Hence refreshing.
2019-09-13 14:55:02 INFO: Access Token has expired. Hence refreshing.
2019-09-13 15:55:54 INFO: Access Token has expired. Hence refreshing.
2019-09-13 16:57:51 INFO: Access Token has expired. Hence refreshing.
2019-09-13 18:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-13 19:00:02 INFO: Access Token has expired. Hence refreshing.
2019-09-13 20:00:06 INFO: Access Token has expired. Hence refreshing.
2019-09-13 21:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-13 22:05:06 INFO: Access Token has expired. Hence refreshing.
2019-09-13 23:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 00:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 01:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 02:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 03:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 04:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 05:35:02 INFO: Access Token has expired. Hence refreshing.
2019-09-14 06:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 07:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 08:45:02 INFO: Access Token has expired. Hence refreshing.
2019-09-14 09:50:06 INFO: Access Token has expired. Hence refreshing.
2019-09-14 10:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 11:55:06 INFO: Access Token has expired. Hence refreshing.
2019-09-14 13:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 14:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 15:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 16:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 17:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 18:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 19:25:11 INFO: Access Token has expired. Hence refreshing.
2019-09-14 20:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 21:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-14 22:35:02 INFO: Access Token has expired. Hence refreshing.
2019-09-14 23:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 00:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 01:50:02 INFO: Access Token has expired. Hence refreshing.
2019-09-15 02:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 04:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 05:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 06:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 07:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 08:15:02 INFO: Access Token has expired. Hence refreshing.
2019-09-15 09:15:03 INFO: Access Token has expired. Hence refreshing.
2019-09-15 10:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 11:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 12:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 13:30:02 INFO: Access Token has expired. Hence refreshing.
2019-09-15 14:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 15:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 16:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 17:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 18:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 20:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 21:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 22:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-15 23:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-16 00:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-16 01:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-16 02:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-16 03:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-16 04:30:02 INFO: Access Token has expired. Hence refreshing.
2019-09-16 05:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-16 06:35:02 INFO: Access Token has expired. Hence refreshing.
2019-09-16 07:35:03 INFO: Access Token has expired. Hence refreshing.
2019-09-16 08:35:04 INFO: Access Token has expired. Hence refreshing.
2019-09-16 09:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-16 10:42:40 INFO: Access Token has expired. Hence refreshing.
2019-09-16 11:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-16 12:46:21 INFO: Access Token has expired. Hence refreshing.
2019-09-16 13:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-16 14:52:12 INFO: Access Token has expired. Hence refreshing.
2019-09-16 15:55:02 INFO: Access Token has expired. Hence refreshing.
2019-09-16 16:55:02 INFO: Access Token has expired. Hence refreshing.
2019-09-16 17:55:03 INFO: Access Token has expired. Hence refreshing.
2019-09-16 19:00:02 INFO: Access Token has expired. Hence refreshing.
2019-09-16 20:00:03 INFO: Access Token has expired. Hence refreshing.
2019-09-16 21:00:04 INFO: Access Token has expired. Hence refreshing.
2019-09-16 22:00:05 INFO: Access Token has expired. Hence refreshing.
2019-09-16 23:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 00:10:02 INFO: Access Token has expired. Hence refreshing.
2019-09-17 01:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 02:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 03:25:02 INFO: Access Token has expired. Hence refreshing.
2019-09-17 04:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 05:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 06:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 07:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 08:45:02 INFO: Access Token has expired. Hence refreshing.
2019-09-17 09:48:16 INFO: Access Token has expired. Hence refreshing.
2019-09-17 10:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 11:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 13:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 14:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 15:10:02 INFO: Access Token has expired. Hence refreshing.
2019-09-17 16:15:02 INFO: Access Token has expired. Hence refreshing.
2019-09-17 17:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 18:21:37 INFO: Access Token has expired. Hence refreshing.
2019-09-17 19:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 20:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 21:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 22:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-17 23:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 00:45:02 INFO: Access Token has expired. Hence refreshing.
2019-09-18 01:45:04 INFO: Access Token has expired. Hence refreshing.
2019-09-18 02:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 03:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 05:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 06:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 07:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 08:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 09:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 10:18:40 INFO: Access Token has expired. Hence refreshing.
2019-09-18 11:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 12:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 13:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 14:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 15:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 16:43:46 INFO: Access Token has expired. Hence refreshing.
2019-09-18 17:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 18:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 19:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-18 20:55:02 INFO: Access Token has expired. Hence refreshing.
2019-09-18 21:55:03 INFO: Access Token has expired. Hence refreshing.
2019-09-18 22:55:04 INFO: Access Token has expired. Hence refreshing.
2019-09-19 00:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 01:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 02:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 03:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 04:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 05:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 06:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 07:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 08:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 09:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 10:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 11:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 13:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 14:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 15:05:02 INFO: Access Token has expired. Hence refreshing.
2019-09-19 16:09:52 INFO: Access Token has expired. Hence refreshing.
2019-09-19 17:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 18:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 19:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 20:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 21:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 22:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-19 23:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 00:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 01:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 02:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 04:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 05:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 06:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 07:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 08:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 09:25:02 INFO: Access Token has expired. Hence refreshing.
2019-09-20 10:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 11:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 12:35:14 INFO: Access Token has expired. Hence refreshing.
2019-09-20 13:35:53 INFO: Access Token has expired. Hence refreshing.
2019-09-20 14:36:20 INFO: Access Token has expired. Hence refreshing.
2019-09-20 15:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 16:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 17:45:02 INFO: Access Token has expired. Hence refreshing.
2019-09-20 18:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 19:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 20:55:02 INFO: Access Token has expired. Hence refreshing.
2019-09-20 22:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-20 23:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 00:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 01:10:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 02:10:02 INFO: Access Token has expired. Hence refreshing.
2019-09-21 03:10:03 INFO: Access Token has expired. Hence refreshing.
2019-09-21 04:10:04 INFO: Access Token has expired. Hence refreshing.
2019-09-21 05:15:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 06:20:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 07:25:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 08:30:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 09:35:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 10:40:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 11:45:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 12:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 13:50:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 14:55:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 16:00:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 17:05:01 INFO: Access Token has expired. Hence refreshing.
2019-09-21 18:10:01 INFO: Access Token has expired. Hence refreshing.
